bigram,log_odds_ratio
half way,-0.566
size got,-0.566
work tried,-0.566
southern california,-0.566
several minutes,-0.566
short lived,-0.566
mean really,-0.566
took another,-0.566
shower liner,-0.566
blog posts,-0.566
old woman,-0.566
small face,-0.566
might say,-0.566
part time,-0.566
threw away,-0.566
bed sheets,-0.566
well book,-0.566
using book,-0.566
two men,-0.566
one needed,-0.566
cannot believe,-0.566
would thought,-0.566
never gone,-0.566
even took,-0.566
seat cushion,-0.566
take look,-0.566
almost never,-0.566
loud noise,-0.566
support team,-0.566
get first,-0.566
kasa app,-0.566
already knew,-0.566
like also,-0.566
see getting,-0.566
product love,-0.566
could done,-0.566
said earlier,-0.566
know actually,-0.566
got much,-0.566
received package,-0.566
used using,-0.566
year year,-0.566
felt rushed,-0.566
main characters,-0.566
make things,-0.566
back would,-0.566
get feel,-0.566
bad news,-0.566
times never,-0.566
nanoweb coating,-0.566
large amount,-0.566
electronic devices,-0.566
new kindle,-0.566
arrived day,-0.566
maybe get,-0.566
first two,-0.566
people actually,-0.566
like old,-0.566
pound bag,-0.566
understand reviews,-0.566
stuck together,-0.566
small speaker,-0.566
year ordered,-0.566
exact opposite,-0.566
maybe got,-0.566
set also,-0.566
defective item,-0.566
whole book,-0.566
started return,-0.566
pampers baby,-0.566
copy book,-0.566
said something,-0.566
operating system,-0.566
sending new,-0.566
big time,-0.566
update months,-0.566
times better,-0.566
book see,-0.566
full refund,-0.566
almost weeks,-0.566
sound much,-0.566
back took,-0.566
dead ants,-0.566
stop working,-0.566
great everything,-0.566
kindle read,-0.566
get help,-0.566
card said,-0.566
amazon last,-0.566
like part,-0.566
ordered different,-0.566
get access,-0.566
put first,-0.566
saw reviews,-0.5583
like book,-0.5563
ordered amazon,-0.5448
work either,-0.5448
would send,-0.5448
flavored water,-0.5448
book makes,-0.5448
good day,-0.5448
spoiler alert,-0.5448
things work,-0.5448
week later,-0.5448
work much,-0.5448
say least,-0.5448
never write,-0.536
writing style,-0.536
get started,-0.536
way around,-0.5149
filter water,-0.5149
money get,-0.5149
actually work,-0.5149
would seem,-0.5149
wifi connection,-0.5149
laundry room,-0.5149
could even,-0.5149
followed instructions,-0.5149
would let,-0.5149
feel bad,-0.5149
purchase another,-0.5149
tap water,-0.5149
real simple,-0.5149
take two,-0.5149
decided make,-0.5149
turn auto,-0.5149
never received,-0.5149
legal pads,-0.5149
donut shop,-0.5149
egift card,-0.5149
mattress topper,-0.5149
book must,-0.5149
wiper blade,-0.5149
book day,-0.5149
connect phone,-0.5148
regular pampers,-0.5148
one dog,-0.5148
get ready,-0.5148
things seemed,-0.5148
even find,-0.5148
use hose,-0.5148
box quality,-0.5148
know bad,-0.5148
set bought,-0.5148
times would,-0.5148
someone front,-0.5148
able stop,-0.5148
thing time,-0.5148
reviews negative,-0.5148
like feet,-0.5148
deep enough,-0.5148
one woman,-0.5148
great got,-0.5148
believe many,-0.5148
never bothered,-0.5148
get either,-0.5148
screen larger,-0.5148
day felt,-0.5148
well night,-0.5148
kids want,-0.5148
review update,-0.5148
making see,-0.5148
least well,-0.5148
get comfortable,-0.5148
southern living,-0.5148
ordered son,-0.5148
see new,-0.5148
like let,-0.5148
extension cords,-0.5148
game one,-0.5148
bag full,-0.5148
drink straw,-0.5148
days gone,-0.5148
need change,-0.5148
foul language,-0.5148
android devices,-0.5148
amazon dot,-0.5148
husband started,-0.5148
great taste,-0.5148
bought bottle,-0.5148
deal since,-0.5148
drives crazy,-0.5148
left eye,-0.5148
company sent,-0.5148
acrylic nails,-0.5148
could save,-0.5148
quite frankly,-0.5148
online purchase,-0.5148
using ring,-0.5148
product bad,-0.5148
around month,-0.5148
review really,-0.5148
completely understand,-0.5148
want like,-0.5148
seem able,-0.5148
already started,-0.5148
see second,-0.5148
quality bought,-0.5148
pink one,-0.5148
one leave,-0.5148
let others,-0.5148
bottles past,-0.5148
stress enough,-0.5148
time makes,-0.5148
days realized,-0.5148
live age,-0.5148
kids time,-0.5148
time hands,-0.5148
already downloaded,-0.5148
dot gen,-0.5148
ago never,-0.5148
order use,-0.5148
recommend cable,-0.5148
use power,-0.5148
without fail,-0.5148
hundreds thousands,-0.5148
stay connected,-0.5148
lots good,-0.5148
play card,-0.5148
get magazine,-0.5148
get ring,-0.5148
allow air,-0.5148
probably better,-0.5148
order could,-0.5148
wanted needed,-0.5148
think amazon,-0.5148
story even,-0.5148
continue live,-0.5148
little black,-0.5148
bad one,-0.5148
still return,-0.5148
one test,-0.5148
several things,-0.5148
get gen,-0.5148
son well,-0.5148
time period,-0.5148
sounded great,-0.5148
new package,-0.5148
three separate,-0.5148
world would,-0.5148
coming someone,-0.5148
want hear,-0.5148
star product,-0.5148
first want,-0.5148
please careful,-0.5148
maybe read,-0.5148
money looking,-0.5148
comes along,-0.5148
voice commands,-0.5148
could order,-0.5148
reviews feel,-0.5148
believe someone,-0.5148
nine year,-0.5148
yet find,-0.5148
honest company,-0.5148
one minor,-0.5148
many star,-0.5148
small house,-0.5148
minutes started,-0.5148
photos show,-0.5148
one arrived,-0.5148
later came,-0.5148
full charge,-0.5148
plugs smart,-0.5148
anyone love,-0.5148
getting hot,-0.5148
issues never,-0.5148
asked alexa,-0.5148
way actually,-0.5148
wash sample,-0.5148
even going,-0.5148
almost nothing,-0.5148
rear view,-0.5148
still full,-0.5148
product however,-0.5148
weighs lbs,-0.5148
question whether,-0.5148
first package,-0.5148
minutes start,-0.5148
mounted outside,-0.5148
heart rate,-0.5148
rarely ever,-0.5148
need wait,-0.5148
get things,-0.5148
put name,-0.5148
purchased large,-0.5148
get effect,-0.5148
put several,-0.5148
got big,-0.5148
time bed,-0.5148
done everything,-0.5148
litter used,-0.5148
well though,-0.5148
difficult remove,-0.5148
brush hair,-0.5148
purchase option,-0.5148
use got,-0.5148
doorbell app,-0.5148
internet provider,-0.5148
problem solving,-0.5148
surprise worked,-0.5148
based experience,-0.5148
people upset,-0.5148
music got,-0.5148
one tried,-0.5148
amazon basic,-0.5148
installed correctly,-0.5148
dreams time,-0.5148
least give,-0.5148
stick three,-0.5148
perfectly one,-0.5148
entire body,-0.5148
review written,-0.5148
thing think,-0.5148
real people,-0.5148
ways use,-0.5148
darker color,-0.5148
use toddler,-0.5148
daily deal,-0.5148
parent controls,-0.5148
wearing masks,-0.5148
subscription would,-0.5148
bar code,-0.5148
view mirror,-0.5148
time finally,-0.5148
would made,-0.5148
photo see,-0.5148
book use,-0.5148
review however,-0.5148
see anyone,-0.5148
cheap way,-0.5148
sound dolby,-0.5148
notifications phone,-0.5148
camera really,-0.5148
old used,-0.5148
amazon able,-0.5148
review new,-0.5148
get brand,-0.5148
usually write,-0.5148
one dogs,-0.5148
use decided,-0.5148
year wanted,-0.5148
least get,-0.5148
day hours,-0.5148
one area,-0.5148
decades ago,-0.5148
music even,-0.5148
great ordered,-0.5148
made dog,-0.5148
went way,-0.5148
either one,-0.5148
idea people,-0.5148
good right,-0.5148
trash bag,-0.5148
attached pictures,-0.5148
way past,-0.5148
set instructions,-0.5148
young man,-0.5148
received card,-0.5148
bottle months,-0.5148
amazon need,-0.5148
long gone,-0.5148
bought along,-0.5148
center story,-0.5148
upon time,-0.5148
get someone,-0.5148
get item,-0.5148
nice look,-0.5148
even would,-0.5148
make hard,-0.5148
sincere appreciation,-0.5148
card came,-0.5148
put bottle,-0.5148
finally came,-0.5148
purchase nice,-0.5148
help determine,-0.5148
bought would,-0.5148
environmentally friendly,-0.5148
share experience,-0.5148
hope never,-0.5148
photo one,-0.5148
try see,-0.5148
doorbell system,-0.5148
close range,-0.5148
use dots,-0.5148
muy buena,-0.5148
company product,-0.5148
ever found,-0.5148
switched back,-0.5148
bought camera,-0.5148
broken one,-0.5148
blood pressure,-0.5148
lifetime guarantee,-0.5148
help one,-0.5148
book positive,-0.5148
time working,-0.5148
little blue,-0.5148
months game,-0.5148
full length,-0.5148
much distance,-0.5148
use happy,-0.5148
got really,-0.5148
made purchase,-0.5148
even bought,-0.5148
opened packs,-0.5148
time install,-0.5148
side effect,-0.5148
foam topper,-0.5148
manual says,-0.5148
problem since,-0.5148
fall back,-0.5148
going want,-0.5148
cannot used,-0.5148
know look,-0.5148
usually one,-0.5148
thick case,-0.5148
free etc,-0.5148
issues get,-0.5148
service got,-0.5148
summer year,-0.5148
instructions follow,-0.5148
looking different,-0.5148
many good,-0.5148
way give,-0.5148
going able,-0.5148
use voice,-0.5148
let anyone,-0.5148
soon feel,-0.5148
great cost,-0.5148
books amazon,-0.5148
lasting long,-0.5148
ordered set,-0.5148
much trouble,-0.5148
cable included,-0.5148
phone different,-0.5148
old friend,-0.5148
foam pad,-0.5148
use size,-0.5148
matter minutes,-0.5148
set super,-0.5148
less one,-0.5148
plain simple,-0.5148
also said,-0.5148
never expected,-0.5148
following instructions,-0.5148
better cheaper,-0.5148
posting review,-0.5148
makes think,-0.5148
part new,-0.5148
good night,-0.5148
coming age,-0.5148
give star,-0.5148
used bought,-0.5148
characters make,-0.5148
fine however,-0.5148
able talk,-0.5148
stop giving,-0.5148
something happened,-0.5148
size would,-0.5148
would enjoy,-0.5148
box first,-0.5148
product may,-0.5148
great recommend,-0.5148
form factor,-0.5148
behind products,-0.5148
times many,-0.5148
today opened,-0.5148
used last,-0.5148
let people,-0.5148
better options,-0.5148
case new,-0.5148
extremely expensive,-0.5148
almond breeze,-0.5148
message one,-0.5148
box many,-0.5148
using usb,-0.5148
matte finish,-0.5148
overnight diapers,-0.5148
replaced old,-0.5148
extremely small,-0.5148
clearly opened,-0.5148
like oem,-0.5148
swaddle designs,-0.5148
also taste,-0.5148
time hours,-0.5148
already tell,-0.5148
amazon box,-0.5148
assuming would,-0.5148
picked one,-0.5148
working really,-0.5148
work overall,-0.5148
want continue,-0.5148
love know,-0.5148
want run,-0.5148
room house,-0.5148
around long,-0.5148
rating one,-0.5148
high low,-0.5148
even give,-0.5148
one shot,-0.5148
month even,-0.5148
fine tried,-0.5148
said one,-0.5148
quality writing,-0.5148
product clearly,-0.5148
turn one,-0.5148
new sheets,-0.5148
still intact,-0.5148
work intended,-0.5148
two flavors,-0.5148
reading would,-0.5148
coming bottom,-0.5148
brake pads,-0.5148
purchase get,-0.5148
write reviews,-0.5065
going back,-0.5053
sure enough,-0.4991
old version,-0.4947
followed directions,-0.4947
take back,-0.4947
single one,-0.4947
bought amazon,-0.4947
hours later,-0.4914
would give,-0.4901
within hour,-0.4868
extra money,-0.4868
attached video,-0.4868
shipping box,-0.4868
might well,-0.4868
back box,-0.4868
cardboard box,-0.4868
tried using,-0.4868
product ever,-0.4868
may take,-0.4868
tasted like,-0.4868
one week,-0.4868
star review,-0.4868
smelled like,-0.4801
one work,-0.4801
next week,-0.4691
another pack,-0.4691
research found,-0.4691
especially considering,-0.4691
back yard,-0.4691
took days,-0.4691
believe eyes,-0.4691
everything get,-0.4691
attached photo,-0.4691
day going,-0.4691
way well,-0.4691
rarely write,-0.4691
picture shows,-0.4691
first glance,-0.4691
sitting around,-0.4691
usb adapter,-0.4691
great works,-0.4691
excellent book,-0.4691
see something,-0.4691
arrived today,-0.4691
wait minutes,-0.4691
product company,-0.4691
ring customer,-0.4691
plain old,-0.4691
another friend,-0.4691
days without,-0.4691
new device,-0.4691
time writing,-0.4691
gets worse,-0.4691
suggest buying,-0.4691
well guess,-0.4691
really see,-0.4691
bought many,-0.4691
hardly ever,-0.4691
actually get,-0.4691
super thin,-0.4691
compared previous,-0.4691
came amazon,-0.4691
download would,-0.4691
know made,-0.4691
use first,-0.4691
way amazon,-0.4691
lotion sample,-0.4691
good use,-0.4691
top gun,-0.4691
compared one,-0.4691
hot liquid,-0.4691
avid reader,-0.4691
time seems,-0.4691
actually put,-0.4691
would rather,-0.4691
first order,-0.4691
book recommended,-0.4691
years great,-0.4691
read story,-0.4691
rom com,-0.4691
opened box,-0.4691
ring app,-0.4691
new case,-0.4691
purchased year,-0.4691
bad review,-0.4691
back days,-0.4691
one cat,-0.4691
action flick,-0.4691
know happened,-0.4691
great things,-0.4691
know read,-0.4691
trying put,-0.4691
contacted seller,-0.4691
life short,-0.4691
able provide,-0.4691
back order,-0.4691
coconut water,-0.4691
keurig machine,-0.4691
never got,-0.4605
worked fine,-0.4605
price really,-0.4569
one month,-0.4569
character development,-0.4569
long lasting,-0.4569
see get,-0.4479
would stay,-0.4479
two different,-0.4479
start working,-0.4479
worked flawlessly,-0.4479
book found,-0.4479
plastic container,-0.4479
stand alone,-0.4479
one ever,-0.4479
products like,-0.4479
back place,-0.4479
subscription amazon,-0.4479
took two,-0.4479
get new,-0.4479
quite long,-0.4479
want want,-0.4479
get full,-0.4479
around home,-0.4479
cat hair,-0.4479
one device,-0.4479
last much,-0.4479
make sense,-0.4479
even tried,-0.4479
time trying,-0.4479
need something,-0.4479
would never,-0.4479
way describe,-0.4479
review first,-0.4479
apple store,-0.4479
came right,-0.4479
times per,-0.4479
trying make,-0.4479
main character,-0.4432
would like,-0.4372
takes seconds,-0.4357
far enough,-0.4357
like cheap,-0.4357
like normal,-0.4357
bring back,-0.4357
three years,-0.4357
years always,-0.4357
half size,-0.4357
ring doorbell,-0.4334
gift cards,-0.4332
star reviews,-0.4301
want read,-0.4277
would even,-0.4277
filtered water,-0.4277
hit miss,-0.4277
sold amazon,-0.4277
downton abbey,-0.4277
never heard,-0.4277
etc etc,-0.4277
first part,-0.4277
decided purchase,-0.4221
made mistake,-0.4221
feet away,-0.4221
people say,-0.4221
older version,-0.4179
nothing like,-0.4147
anyone else,-0.4122
many people,-0.4022
oem one,-0.3899
want cat,-0.3899
rather taking,-0.3899
said little,-0.3899
work buy,-0.3899
idea many,-0.3899
make quick,-0.3899
brand hooks,-0.3899
better also,-0.3899
slip around,-0.3899
used wipes,-0.3899
amount air,-0.3899
fit son,-0.3899
pro even,-0.3899
paper may,-0.3899
daughter starts,-0.3899
face head,-0.3899
attempted several,-0.3899
end school,-0.3899
work need,-0.3899
hate things,-0.3899
shows really,-0.3899
diapers amazon,-0.3899
please trust,-0.3899
cut nose,-0.3899
time roku,-0.3899
gone longer,-0.3899
works hard,-0.3899
put use,-0.3899
peel claim,-0.3899
installed one,-0.3899
left overnight,-0.3899
recording set,-0.3899
load laundry,-0.3899
place think,-0.3899
money time,-0.3899
side put,-0.3899
even come,-0.3899
tablet want,-0.3899
home relatively,-0.3899
would surely,-0.3899
money need,-0.3899
want coffee,-0.3899
ready answer,-0.3899
need probably,-0.3899
work break,-0.3899
bottom ones,-0.3899
beach read,-0.3899
reason would,-0.3899
still maybe,-0.3899
stocking stuffer,-0.3899
good big,-0.3899
update changes,-0.3899
second floor,-0.3899
picked little,-0.3899
take things,-0.3899
falls right,-0.3899
coming different,-0.3899
show camera,-0.3899
pre set,-0.3899
reviews seeing,-0.3899
game took,-0.3899
dog destroy,-0.3899
entire week,-0.3899
click button,-0.3899
known would,-0.3899
fit older,-0.3899
like phone,-0.3899
purchase may,-0.3899
fast charger,-0.3899
work getting,-0.3899
guitars playing,-0.3899
ordered even,-0.3899
batteries great,-0.3899
felt could,-0.3899
buy fire,-0.3899
cover actually,-0.3899
keep new,-0.3899
since box,-0.3899
order came,-0.3899
bottle bought,-0.3899
time space,-0.3899
right would,-0.3899
vacuum seal,-0.3899
ipad device,-0.3899
thing end,-0.3899
purchased sheets,-0.3899
fixed sent,-0.3899
stay long,-0.3899
box forget,-0.3899
like inside,-0.3899
week without,-0.3899
book may,-0.3899
name another,-0.3899
went place,-0.3899
quickly people,-0.3899
would feed,-0.3899
free plan,-0.3899
son christmas,-0.3899
little cute,-0.3899
one coming,-0.3899
right feel,-0.3899
day find,-0.3899
ipad even,-0.3899
longer periods,-0.3899
money bought,-0.3899
able buy,-0.3899
done book,-0.3899
appreciation week,-0.3899
lot bigger,-0.3899
believe difference,-0.3899
offered replace,-0.3899
others make,-0.3899
used less,-0.3899
product arrived,-0.3899
install first,-0.3899
want home,-0.3899
tastes better,-0.3899
speak quality,-0.3899
around trying,-0.3899
meant keep,-0.3899
think probably,-0.3899
new world,-0.3899
use sometimes,-0.3899
eat well,-0.3899
free space,-0.3899
android device,-0.3899
system years,-0.3899
device bluetooth,-0.3899
attached pic,-0.3899
newer version,-0.3899
box half,-0.3899
app even,-0.3899
good color,-0.3899
follow email,-0.3899
book never,-0.3899
also feel,-0.3899
bay cups,-0.3899
bought wait,-0.3899
system put,-0.3899
never noticed,-0.3899
multiple cameras,-0.3899
much able,-0.3899
weeks made,-0.3899
issue even,-0.3899
service use,-0.3899
changed since,-0.3899
inside refrigerator,-0.3899
brand flavor,-0.3899
user reviews,-0.3899
state used,-0.3899
night get,-0.3899
time broke,-0.3899
purchase brand,-0.3899
use times,-0.3899
adult small,-0.3899
ago already,-0.3899
old always,-0.3899
bare minimum,-0.3899
water warm,-0.3899
apart using,-0.3899
overnight use,-0.3899
devices likely,-0.3899
day thinking,-0.3899
air since,-0.3899
next trip,-0.3899
started falling,-0.3899
quality brand,-0.3899
easiest thing,-0.3899
thought nice,-0.3899
phone set,-0.3899
seems thicker,-0.3899
